1.000000000000000000e+00;-9.580000000000000000e+03;-3.276800000000000000e+04;1.114800000000000000e+04;-7.950000000000000000e+02;-1.725700000000000000e+04;1.010000000000000000e+02;-2.512000000000000000e+03
2.000000000000000000e+00;-1.000000000000000000e+03;-1.620000000000000000e+03;1.450400000000000000e+04;2.900000000000000000e+02;-2.780000000000000000e+02;-1.740000000000000000e+02;-1.888000000000000000e+03
3.000000000000000000e+00;-1.932000000000000000e+03;-1.462400000000000000e+04;7.392000000000000000e+03;-7.200000000000000000e+02;-1.170000000000000000e+02;-1.160000000000000000e+02;-1.904000000000000000e+03
1.000000000000000000e+00;-9.548000000000000000e+03;-3.276800000000000000e+04;1.102400000000000000e+04;-8.940000000000000000e+02;-1.727500000000000000e+04;8.000000000000000000e+01;-2.576000000000000000e+03
2.000000000000000000e+00;-1.008000000000000000e+03;-1.568000000000000000e+03;1.464400000000000000e+04;-8.800000000000000000e+01;-2.580000000000000000e+02;-3.300000000000000000e+01;-1.888000000000000000e+03
3.000000000000000000e+00;-1.940000000000000000e+03;-1.470400000000000000e+04;7.324000000000000000e+03;-6.350000000000000000e+02;-9.600000000000000000e+01;-1.110000000000000000e+02;-1.936000000000000000e+03
1.000000000000000000e+00;-9.468000000000000000e+03;-3.276800000000000000e+04;1.105200000000000000e+04;-8.890000000000000000e+02;-1.727100000000000000e+04;1.190000000000000000e+02;-2.528000000000000000e+03
2.000000000000000000e+00;-8.560000000000000000e+02;-1.572000000000000000e+03;1.467200000000000000e+04;-7.500000000000000000e+01;-2.480000000000000000e+02;-5.300000000000000000e+01;-1.920000000000000000e+03
3.000000000000000000e+00;-1.948000000000000000e+03;-1.477600000000000000e+04;7.328000000000000000e+03;-6.770000000000000000e+02;-8.900000000000000000e+01;-1.220000000000000000e+02;-1.920000000000000000e+03
1.000000000000000000e+00;-9.532000000000000000e+03;-3.276800000000000000e+04;1.101600000000000000e+04;-8.280000000000000000e+02;-1.727300000000000000e+04;1.290000000000000000e+02;-2.512000000000000000e+03
2.000000000000000000e+00;-8.800000000000000000e+02;-1.636000000000000000e+03;1.471200000000000000e+04;2.640000000000000000e+02;-2.370000000000000000e+02;-1.380000000000000000e+02;-1.872000000000000000e+03
3.000000000000000000e+00;-1.856000000000000000e+03;-1.476800000000000000e+04;7.276000000000000000e+03;-7.110000000000000000e+02;-9.000000000000000000e+01;-1.180000000000000000e+02;-1.888000000000000000e+03
1.000000000000000000e+00;-9.612000000000000000e+03;-3.276800000000000000e+04;1.115600000000000000e+04;-8.260000000000000000e+02;-1.725000000000000000e+04;1.210000000000000000e+02;-2.512000000000000000e+03
2.000000000000000000e+00;-9.480000000000000000e+02;-1.568000000000000000e+03;1.464400000000000000e+04;2.550000000000000000e+02;-2.540000000000000000e+02;-1.560000000000000000e+02;-1.888000000000000000e+03
3.000000000000000000e+00;-1.868000000000000000e+03;-1.484800000000000000e+04;7.412000000000000000e+03;-6.740000000000000000e+02;-8.300000000000000000e+01;-1.140000000000000000e+02;-1.968000000000000000e+03
1.000000000000000000e+00;-9.604000000000000000e+03;-3.276800000000000000e+04;1.112000000000000000e+04;-8.470000000000000000e+02;-1.726000000000000000e+04;9.700000000000000000e+01;-2.512000000000000000e+03
2.000000000000000000e+00;-9.520000000000000000e+02;-1.552000000000000000e+03;1.484000000000000000e+04;9.900000000000000000e+01;-2.410000000000000000e+02;-1.010000000000000000e+02;-1.904000000000000000e+03
3.000000000000000000e+00;-1.860000000000000000e+03;-1.478400000000000000e+04;7.228000000000000000e+03;-6.690000000000000000e+02;-8.600000000000000000e+01;-1.070000000000000000e+02;-1.920000000000000000e+03
1.000000000000000000e+00;-9.596000000000000000e+03;-3.276800000000000000e+04;1.114800000000000000e+04;-8.750000000000000000e+02;-1.724100000000000000e+04;1.230000000000000000e+02;-2.512000000000000000e+03
2.000000000000000000e+00;-9.520000000000000000e+02;-1.600000000000000000e+03;1.466800000000000000e+04;8.200000000000000000e+01;-2.200000000000000000e+02;-9.700000000000000000e+01;-1.888000000000000000e+03
3.000000000000000000e+00;-1.940000000000000000e+03;-1.463200000000000000e+04;7.344000000000000000e+03;-6.960000000000000000e+02;-7.100000000000000000e+01;-1.130000000000000000e+02;-1.920000000000000000e+03
1.000000000000000000e+00;-9.620000000000000000e+03;-3.276800000000000000e+04;1.108800000000000000e+04;-9.310000000000000000e+02;-1.728000000000000000e+04;7.600000000000000000e+01;-2.496000000000000000e+03
