1.000000000000000021e-02;5.240000000000000000e+02;4.060000000000000000e+03;1.433600000000000000e+04;1.440000000000000000e+02;-2.490000000000000000e+02;-1.020000000000000000e+02;-3.648000000000000000e+03
1.000000000000000021e-02;6.480000000000000000e+02;4.112000000000000000e+03;1.419200000000000000e+04;2.290000000000000000e+02;-3.490000000000000000e+02;-1.460000000000000000e+02;-3.616000000000000000e+03
1.000000000000000021e-02;6.600000000000000000e+02;4.096000000000000000e+03;1.402400000000000000e+04;2.030000000000000000e+02;-2.730000000000000000e+02;-1.170000000000000000e+02;-3.632000000000000000e+03
1.000000000000000021e-02;6.560000000000000000e+02;4.080000000000000000e+03;1.406400000000000000e+04;7.200000000000000000e+01;-2.680000000000000000e+02;-1.140000000000000000e+02;-3.648000000000000000e+03
1.000000000000000021e-02;5.360000000000000000e+02;4.112000000000000000e+03;1.422000000000000000e+04;8.200000000000000000e+01;-1.540000000000000000e+02;-9.400000000000000000e+01;-3.664000000000000000e+03
1.000000000000000021e-02;5.920000000000000000e+02;4.204000000000000000e+03;1.424000000000000000e+04;-1.280000000000000000e+02;-2.730000000000000000e+02;-1.400000000000000000e+02;-3.680000000000000000e+03
1.000000000000000021e-02;5.360000000000000000e+02;4.096000000000000000e+03;1.421600000000000000e+04;3.600000000000000000e+01;-5.600000000000000000e+01;-1.600000000000000000e+01;-3.664000000000000000e+03
0.000000000000000000e+00;5.920000000000000000e+02;4.004000000000000000e+03;1.438800000000000000e+04;2.220000000000000000e+02;-2.200000000000000000e+02;-9.400000000000000000e+01;-3.616000000000000000e+03
1.000000000000000021e-02;4.840000000000000000e+02;4.148000000000000000e+03;1.419200000000000000e+04;1.710000000000000000e+02;-5.160000000000000000e+02;-2.450000000000000000e+02;-3.632000000000000000e+03
1.000000000000000021e-02;4.400000000000000000e+02;4.204000000000000000e+03;1.410000000000000000e+04;2.230000000000000000e+02;-1.640000000000000000e+02;-5.700000000000000000e+01;-3.632000000000000000e+03
1.000000000000000021e-02;5.920000000000000000e+02;4.040000000000000000e+03;1.425600000000000000e+04;1.160000000000000000e+02;-2.410000000000000000e+02;-1.220000000000000000e+02;-3.664000000000000000e+03
1.000000000000000021e-02;4.720000000000000000e+02;4.112000000000000000e+03;1.418000000000000000e+04;-2.500000000000000000e+01;-3.110000000000000000e+02;-1.560000000000000000e+02;-3.664000000000000000e+03
1.000000000000000021e-02;5.240000000000000000e+02;4.088000000000000000e+03;1.409600000000000000e+04;7.000000000000000000e+01;-8.200000000000000000e+01;-3.800000000000000000e+01;-3.648000000000000000e+03
1.000000000000000021e-02;5.200000000000000000e+02;4.240000000000000000e+03;1.430400000000000000e+04;1.340000000000000000e+02;-3.090000000000000000e+02;-1.440000000000000000e+02;-3.616000000000000000e+03
1.000000000000000021e-02;5.120000000000000000e+02;4.120000000000000000e+03;1.420800000000000000e+04;2.180000000000000000e+02;-3.770000000000000000e+02;-1.700000000000000000e+02;-3.680000000000000000e+03
1.000000000000000021e-02;5.680000000000000000e+02;4.012000000000000000e+03;1.409200000000000000e+04;1.580000000000000000e+02;-2.180000000000000000e+02;-1.120000000000000000e+02;-3.680000000000000000e+03
1.000000000000000021e-02;6.200000000000000000e+02;4.056000000000000000e+03;1.426800000000000000e+04;-5.000000000000000000e+00;-2.230000000000000000e+02;-1.210000000000000000e+02;-3.664000000000000000e+03
1.000000000000000021e-02;6.080000000000000000e+02;4.072000000000000000e+03;1.426800000000000000e+04;3.300000000000000000e+01;-1.550000000000000000e+02;-7.900000000000000000e+01;-3.616000000000000000e+03
0.000000000000000000e+00;6.240000000000000000e+02;4.116000000000000000e+03;1.416400000000000000e+04;1.070000000000000000e+02;-2.160000000000000000e+02;-9.800000000000000000e+01;-3.664000000000000000e+03
1.000000000000000021e-02;4.920000000000000000e+02;4.092000000000000000e+03;1.429200000000000000e+04;9.600000000000000000e+01;-3.210000000000000000e+02;-1.620000000000000000e+02;-3.680000000000000000e+03
1.000000000000000021e-02;5.400000000000000000e+02;4.172000000000000000e+03;1.412400000000000000e+04;1.280000000000000000e+02;-2.190000000000000000e+02;-9.000000000000000000e+01;-3.648000000000000000e+03
1.000000000000000021e-02;5.880000000000000000e+02;4.012000000000000000e+03;1.422800000000000000e+04;1.790000000000000000e+02;-2.240000000000000000e+02;-1.290000000000000000e+02;-3.632000000000000000e+03
1.000000000000000021e-02;4.560000000000000000e+02;4.164000000000000000e+03;1.430400000000000000e+04;1.850000000000000000e+02;-3.030000000000000000e+02;-1.330000000000000000e+02;-3.616000000000000000e+03
