4.382885742187500044e-01;-2.208208007812499929e+00;8.622070312500000000e+00;2.595419847328244156e-01;-1.725190839694656475e+00;-8.778625954198473469e-01
3.544628906250000266e-01;-2.296823730468750213e+00;8.631650390625001279e+00;2.229007633587786419e+00;-1.740458015267175584e+00;-8.320610687022901297e-01
3.903881835937500488e-01;-2.287243652343750266e+00;8.631650390625001279e+00;2.809160305343511244e+00;-1.664122137404580259e+00;-7.557251908396946938e-01
4.334985351562500311e-01;-2.198627929687499982e+00;8.753796386718750711e+00;4.152671755725190650e+00;-2.175572519083969425e+00;-6.183206106870229313e-01
3.999682617187500511e-01;-2.222578125000000071e+00;8.739426269531250568e+00;3.969465648854961781e+00;-1.595419847328244378e+00;-1.030534351145038219e+00
4.311035156250000444e-01;-2.186652832031250160e+00;8.715476074218750924e+00;1.824427480916030575e+00;-1.534351145038167941e+00;-1.022900763358778553e+00
4.550537109375000222e-01;-2.193837890625000231e+00;8.765771484375001421e+00;1.648854961832061150e+00;-2.175572519083969425e+00;-8.320610687022901297e-01
4.718188476562500400e-01;-2.169887695312500142e+00;8.895102539062500924e+00;-1.145038167938931262e-01;-1.984732824427480891e+00;-7.251908396946564750e-01
4.023632812500000377e-01;-2.186652832031250160e+00;8.782536621093750995e+00;5.114503816793892765e-01;-2.068702290076335881e+00;-7.480916030534351391e-01
4.598437500000000511e-01;-2.136357421875000107e+00;8.626860351562500639e+00;-1.755725190839694527e-01;-1.625954198473282375e+00;-1.076335877862595325e+00
4.334985351562500311e-01;-2.145937500000000053e+00;8.729846191406251066e+00;5.114503816793892765e-01;-2.381679389312977069e+00;-6.641221374045801484e-01
3.879931640625000067e-01;-2.114802246093750338e+00;8.629255371093750071e+00;4.274809160305343414e-01;-1.702290076335877922e+00;-1.030534351145038219e+00
3.855981445312500200e-01;-2.208208007812499929e+00;8.657995605468750355e+00;5.343511450381679406e-01;-1.870229007633587681e+00;-6.412213740458014843e-01
3.808081054687500466e-01;-2.155517578125000000e+00;8.612490234375000497e+00;7.786259541984732468e-01;-1.648854961832061150e+00;-9.236641221374045641e-01
4.622387695312500377e-01;-2.162702636718750071e+00;8.674760742187499929e+00;7.251908396946564750e-01;-1.763358778625954137e+00;-6.793893129770992578e-01
3.951782226562500222e-01;-2.165097656249999947e+00;8.751401367187501279e+00;1.000000000000000000e+00;-1.717557251908397031e+00;-5.114503816793892765e-01
4.358935546875000178e-01;-2.184257812500000284e+00;8.672365722656250497e+00;3.969465648854961781e-01;-1.824427480916030575e+00;-9.618320610687023375e-01
4.670288085937500111e-01;-2.172282714843750018e+00;8.648415527343750853e+00;7.480916030534351391e-01;-1.954198473282442672e+00;-8.320610687022901297e-01
3.568579101562500133e-01;-2.220183105468750195e+00;8.729846191406251066e+00;7.022900763358778109e-01;-1.824427480916030575e+00;-6.793893129770992578e-01
4.071533203125000111e-01;-2.212998046875000124e+00;8.610095214843751066e+00;5.954198473282442672e-01;-1.572519083969465603e+00;-6.946564885496183672e-01
3.568579101562500133e-01;-2.205812988281250053e+00;8.717871093750000355e+00;7.404580152671755844e-01;-1.893129770992366456e+00;-8.015267175572519109e-01
4.071533203125000111e-01;-2.172282714843750018e+00;8.669970703125001066e+00;7.557251908396946938e-01;-1.847328244274809128e+00;-6.641221374045801484e-01
3.472778320312500111e-01;-2.169887695312500142e+00;8.739426269531250568e+00;1.190839694656488534e+00;-1.748091603053435028e+00;-5.877862595419847125e-01
4.670288085937500111e-01;-2.224973144531249947e+00;8.693920898437500711e+00;7.786259541984732468e-01;-1.916030534351145009e+00;-8.549618320610686828e-01
3.592529296875000000e-01;-2.119592285156250089e+00;8.641230468750000782e+00;5.343511450381679406e-01;-2.000000000000000000e+00;-9.465648854961832281e-01
3.903881835937500488e-01;-2.157912597656250320e+00;8.679550781250000568e+00;6.335877862595419296e-01;-2.030534351145038219e+00;-7.328244274809160297e-01
4.334985351562500311e-01;-2.169887695312500142e+00;8.622070312500000000e+00;6.030534351145038219e-01;-1.954198473282442672e+00;-8.091603053435114656e-01
3.065625000000000155e-01;-2.098037109375000320e+00;8.600515136718749787e+00;9.389312977099236734e-01;-1.839694656488549684e+00;-8.167938931297710203e-01
4.071533203125000111e-01;-2.148332519531249929e+00;8.677155761718751137e+00;1.671755725190839703e+00;-1.908396946564885566e+00;-7.709923664122136922e-01
4.646337890625000244e-01;-2.141147460937500302e+00;8.624465332031251208e+00;1.946564885496183228e+00;-1.931297709923664119e+00;-8.015267175572519109e-01
